City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,Casas Adobes,32.3234,-110.9951,84.85,22,100,1.01,US,2021-10-17 01:23:13
370,Sidney,-33.8679,151.2073,74.32,41,20,3.0,AU,2021-10-17 01:22:56
371,Puerto Baquerizo Moreno,-0.9,-89.6,69.91,86,88,10.94,EC,2021-10-17 01:22:55
372,Monrovia,6.3005,-10.7969,77.25,87,16,6.04,LR,2021-10-17 01:23:14
373,Pevek,69.7008,170.3133,10.26,88,76,2.71,RU,2021-10-17 01:23:14
374,Karabash,55.4808,60.2157,33.69,77,45,4.41,RU,2021-10-17 01:23:15
375,Lompoc,34.6391,-120.4579,77.31,19,1,9.22,US,2021-10-17 01:23:15
376,Beloha,-25.1667,45.05,70.2,78,16,5.28,MG,2021-10-17 01:23:16
377,Saint-Augustin,51.226,-58.6502,41.36,75,0,6.62,CA,2021-10-17 01:23:16
378,Touros,-5.1989,-35.4608,76.1,82,17,13.87,BR,2021-10-17 01:23:17
379,Itaituba,-4.2761,-55.9836,82.15,62,74,2.17,BR,2021-10-17 01:23:17
380,Loikaw,19.6742,97.2094,67.87,98,100,2.66,MM,2021-10-17 01:23:17
381,Krasnoselkup,65.7,82.4667,37.56,95,100,17.49,RU,2021-10-17 01:23:18
382,Mayor Pablo Lagerenza,-19.9309,-60.7718,67.93,62,67,5.08,PY,2021-10-17 01:23:19
383,Araceli,10.5529,119.9913,82.71,75,99,6.33,PH,2021-10-17 01:23:19
384,Comodoro Rivadavia,-45.8667,-67.5,58.86,29,0,19.57,AR,2021-10-17 01:23:20
385,Odda,60.0691,6.5457,44.78,95,100,5.84,NO,2021-10-17 01:23:20
386,Maraa,-1.8333,-65.3667,81.91,59,100,1.05,BR,2021-10-17 01:23:21
387,Riviere-Au-Renard,48.9957,-64.3971,50.29,93,100,18.34,CA,2021-10-17 01:23:21
388,San Andres,12.5847,-81.7006,77.02,100,75,2.3,CO,2021-10-17 01:23:22
389,Talnakh,69.4865,88.3972,30.6,97,100,14.94,RU,2021-10-17 01:23:22
390,Japura,-0.3167,102.35,79.12,88,100,2.66,ID,2021-10-17 01:23:22
391,Bilma,18.6853,12.9164,84.63,33,84,16.13,NE,2021-10-17 01:23:23
392,Leningradskiy,69.3833,178.4167,17.42,95,100,5.5,RU,2021-10-17 01:23:23
393,Suicheng,33.8963,117.9331,48.65,53,0,7.11,CN,2021-10-17 01:23:24
394,Uruguaiana,-29.7547,-57.0883,58.93,77,0,9.22,BR,2021-10-17 01:23:24
395,Ayagoz,47.9714,80.4392,36.39,56,0,6.53,KZ,2021-10-17 01:23:25
396,Salinas,36.6777,-121.6555,80.53,30,1,13.8,US,2021-10-17 01:22:05
397,Portland,45.5234,-122.6762,65.32,72,100,3.0,US,2021-10-17 01:21:29
398,Lamin,13.3522,-16.4339,78.91,79,13,8.28,GM,2021-10-17 01:23:25
399,Malpe,13.35,74.7167,76.3,92,100,3.53,IN,2021-10-17 01:23:26
400,Dwarahat,29.7833,79.4333,59.76,49,40,4.41,IN,2021-10-17 01:23:26
401,Andenes,69.3143,16.1194,39.18,81,40,19.57,NO,2021-10-17 01:23:27
402,Warwick,41.7001,-71.4162,72.72,88,75,17.27,US,2021-10-17 01:23:17
403,Tukrah,32.5341,20.5791,67.69,60,100,4.7,LY,2021-10-17 01:23:28
404,Taonan,45.3333,122.7833,35.44,24,51,13.71,CN,2021-10-17 01:23:28
405,Tombouctou,20.0,-3.0,82.29,13,0,9.15,ML,2021-10-17 01:23:29
406,Chara,56.9064,118.2631,21.56,60,75,3.38,RU,2021-10-17 01:23:29
407,La Asuncion,11.0333,-63.8628,81.25,83,53,13.67,VE,2021-10-17 01:23:29
408,Coquimbo,-29.9533,-71.3436,55.13,82,0,3.44,CL,2021-10-17 01:23:30
409,Barzas,55.7167,86.3167,28.63,79,41,1.97,RU,2021-10-17 01:23:30
410,Grindavik,63.8424,-22.4338,37.87,87,90,13.8,IS,2021-10-17 01:23:31
411,Kesabpur,22.9167,89.2167,78.94,91,100,4.41,BD,2021-10-17 01:23:31
412,Montceau-Les-Mines,46.6667,4.3667,39.36,92,6,2.46,FR,2021-10-17 01:23:32
413,Alyangula,-13.8483,136.4192,86.79,59,86,9.71,AU,2021-10-17 01:23:32
414,Tura,25.5198,90.2201,75.61,87,88,2.98,IN,2021-10-17 01:23:33
415,Sarlat-La-Caneda,44.889,1.2166,45.09,82,96,2.95,FR,2021-10-17 01:23:33
416,Sulphur,30.2366,-93.3774,64.38,52,1,5.75,US,2021-10-17 01:23:34
417,Makakilo City,21.3469,-158.0858,80.92,61,90,8.05,US,2021-10-17 01:23:34
418,Kuloy,61.0305,42.4925,36.34,90,100,9.15,RU,2021-10-17 01:23:35
419,Ouesso,1.6136,16.0517,69.48,94,97,2.37,CG,2021-10-17 01:23:35
420,Constitucion,-35.3333,-72.4167,51.55,88,100,14.43,CL,2021-10-17 01:18:46
421,Zaliztsi,49.7919,25.373,39.54,86,41,4.59,UA,2021-10-17 01:23:36
422,Laguna,38.421,-121.4238,81.1,27,1,1.01,US,2021-10-17 01:23:36
423,Corowa,-36.0333,146.3833,63.37,58,20,5.73,AU,2021-10-17 01:23:37
424,Sao Felix Do Xingu,-6.6447,-51.995,72.1,94,81,2.13,BR,2021-10-17 01:23:37
425,Alugan,12.2188,125.4808,83.59,76,50,8.21,PH,2021-10-17 01:23:18
426,Puerto Parra,6.6515,-74.0573,74.97,92,97,0.65,CO,2021-10-17 01:23:38
427,Wajid,3.8093,43.2471,72.7,83,21,15.61,SO,2021-10-17 01:23:39
428,Brae,60.3964,-1.353,42.71,73,90,4.83,GB,2021-10-17 01:23:39
429,Balabac,7.9868,117.0645,83.55,72,50,4.36,PH,2021-10-17 01:23:40
430,Mayo,38.8876,-76.5119,61.99,82,96,4.0,US,2021-10-17 01:23:40
431,Kutum,14.2,24.6667,76.17,19,6,8.25,SD,2021-10-17 01:23:41
432,Nouakchott,18.0858,-15.9785,82.33,45,26,9.4,MR,2021-10-17 01:23:41
433,Havoysund,70.9963,24.6622,38.28,77,100,28.07,NO,2021-10-17 01:23:41
434,Shenjiamen,29.9576,122.298,63.1,69,100,24.87,CN,2021-10-17 01:23:42
435,Paraiso,9.8383,-83.8656,67.87,88,100,2.19,CR,2021-10-17 01:23:43
436,Vanimo,-2.6741,141.3028,86.45,64,99,4.85,PG,2021-10-17 01:23:43
437,Tazmalt,36.3868,4.3989,62.8,57,100,1.1,DZ,2021-10-17 01:23:43
438,Champerico,14.3,-91.9167,83.35,74,88,4.29,GT,2021-10-17 01:23:44
439,Naantali,60.4674,22.0243,44.11,75,0,9.22,FI,2021-10-17 01:23:45
440,Joniskelis,56.0253,24.1689,45.55,77,100,14.05,LT,2021-10-17 01:23:45
441,Saint-Joseph,-21.3667,55.6167,70.16,72,9,9.84,RE,2021-10-17 01:23:45
442,Margate,51.3813,1.3862,57.31,92,100,14.61,GB,2021-10-17 01:23:46
443,Omboue,-1.5746,9.2618,76.96,87,100,7.54,GA,2021-10-17 01:23:46
444,Katsuura,35.1333,140.3,62.71,87,100,23.91,JP,2021-10-17 01:23:47
445,Taguatinga,-12.3857,-46.5711,79.52,63,100,2.8,BR,2021-10-17 01:23:47
446,Bairiki,1.3292,172.9752,86.0,66,20,8.05,KI,2021-10-17 01:23:48
447,Bonavista,48.6499,-53.1147,45.12,93,100,28.68,CA,2021-10-17 01:23:48
448,Naze,28.3667,129.4833,72.52,74,84,22.95,JP,2021-10-17 01:23:48
449,Bumba,2.1833,22.4667,70.52,90,46,0.72,CD,2021-10-17 01:23:49
450,Serenje,-13.2325,30.2352,66.81,46,47,3.18,ZM,2021-10-17 01:23:49
451,Imbituba,-28.24,-48.6703,66.09,88,98,9.01,BR,2021-10-17 01:18:53
452,Buala,-8.145,159.5921,85.98,63,31,2.59,SB,2021-10-17 01:23:50
453,Faya,18.3851,42.4509,59.52,22,76,5.77,SA,2021-10-17 01:23:51
454,Falkenstein,50.4779,12.3713,37.27,90,65,4.63,DE,2021-10-17 01:23:51
455,Purpe,64.4803,76.6897,40.19,91,100,17.11,RU,2021-10-17 01:23:52
456,Omsukchan,62.5333,155.8,5.77,84,100,6.29,RU,2021-10-17 01:23:52
457,Marzuq,14.4,46.4667,72.54,28,100,2.68,YE,2021-10-17 01:23:53
458,Straumen,63.8709,11.2999,37.4,66,73,19.42,NO,2021-10-17 01:23:53
459,Moose Factory,51.2585,-80.6094,50.0,81,75,8.05,CA,2021-10-17 01:23:54
460,Sulangan,11.1373,123.7228,82.6,75,22,3.85,PH,2021-10-17 01:23:54
461,Svetlogorsk,52.6333,29.7333,40.28,91,100,6.87,BY,2021-10-17 01:23:55
462,Alekseyevsk,57.8406,108.3492,28.54,92,98,5.23,RU,2021-10-17 01:23:01
463,Muros,42.7762,-9.0603,64.24,94,84,11.9,ES,2021-10-17 01:23:55
464,Campos Belos,-13.0367,-46.7717,78.31,57,100,0.74,BR,2021-10-17 01:23:56
465,Batagay,67.6333,134.6333,8.83,88,94,0.25,RU,2021-10-17 01:23:56
466,Ukiah,39.1502,-123.2078,80.49,12,1,11.5,US,2021-10-17 01:23:57
467,Bail Hongal,15.8167,74.8667,71.24,81,100,2.93,IN,2021-10-17 01:23:57
468,Salina,38.8403,-97.6114,57.33,44,1,3.44,US,2021-10-17 01:23:57
469,Ambanja,-13.6833,48.45,70.88,72,0,3.02,MG,2021-10-17 01:23:58
470,Aksu,41.1231,80.2644,46.38,24,42,2.93,CN,2021-10-17 01:23:58
471,Barillas,15.8036,-91.3158,70.14,97,77,2.13,GT,2021-10-17 01:23:59
472,Greymouth,-42.4667,171.2,57.18,96,100,18.72,NZ,2021-10-17 01:23:59
473,Saint George,37.1041,-113.5841,73.99,22,1,0.0,US,2021-10-17 01:24:00
474,Zvolen,48.5744,19.1532,38.01,89,2,2.75,SK,2021-10-17 01:24:01
475,Blagoyevo,63.3667,47.9167,38.08,88,76,7.67,RU,2021-10-17 01:24:01
476,Khani,41.9563,42.9566,49.57,77,1,4.36,GE,2021-10-17 01:24:02
477,San Isidro,-12.1167,-77.05,66.02,82,0,3.0,PE,2021-10-17 01:24:03
478,Morondava,-20.2833,44.2833,75.52,83,0,4.79,MG,2021-10-17 01:24:03
479,Mikhaylovka,50.06,43.2379,47.98,71,100,6.46,RU,2021-10-17 01:24:04
480,Santa Catarina De Tepehuanes,25.35,-105.7333,62.04,81,62,4.07,MX,2021-10-17 01:24:04
481,Mukdahan,16.5833,104.5,73.15,84,100,12.28,TH,2021-10-17 01:24:05
482,Samarai,-10.6167,150.6667,83.53,77,40,13.15,PG,2021-10-17 01:23:13
483,Harper,4.375,-7.7169,77.2,89,84,6.91,LR,2021-10-17 01:24:05
484,Tamandare,-8.7597,-35.1047,76.3,83,20,9.75,BR,2021-10-17 01:24:06
485,Ngunguru,-35.6167,174.5,63.16,82,81,20.56,NZ,2021-10-17 01:24:06
486,Pozo Colorado,-23.4923,-58.7972,67.33,74,100,6.71,PY,2021-10-17 01:24:07
487,Fortuna,40.5982,-124.1573,69.48,67,1,0.0,US,2021-10-17 01:24:07
488,Palana,59.1167,159.9667,25.75,67,82,6.38,RU,2021-10-17 01:24:08
489,Manokwari,-0.8667,134.0833,82.69,73,100,2.64,ID,2021-10-17 01:24:08
490,Butembo,0.15,29.2833,56.7,97,77,2.77,CD,2021-10-17 01:24:09
491,Beisfjord,68.3751,17.5988,39.25,99,100,6.04,NO,2021-10-17 01:24:09
492,Tosya,41.0155,34.0401,54.41,65,43,3.58,TR,2021-10-17 01:24:10
493,Beaverlodge,55.2166,-119.4361,40.35,80,100,2.35,CA,2021-10-17 01:24:10
494,San Cristobal,7.7669,-72.225,71.78,96,98,1.57,VE,2021-10-17 01:24:11
495,Malayal,7.208,121.942,87.6,67,100,2.86,PH,2021-10-17 01:24:11
496,Amuntai,-2.4177,115.2494,84.85,75,21,2.21,ID,2021-10-17 01:24:11
497,Komsomolskiy,40.4272,71.7189,47.62,61,1,9.22,UZ,2021-10-17 01:24:12
498,Port Hardy,50.6996,-127.4199,48.38,93,90,4.61,CA,2021-10-17 01:24:12
499,Orlovskiy,46.8714,42.0592,54.32,57,100,5.46,RU,2021-10-17 01:24:13
500,Myaundzha,63.0494,147.1858,3.61,76,55,3.31,RU,2021-10-17 01:24:13
501,Bensonville,6.4461,-10.6125,74.32,93,53,2.26,LR,2021-10-17 01:24:14
502,Cascavel,-24.9558,-53.4553,60.8,91,81,6.24,BR,2021-10-17 01:24:14
503,Anna Paulowna,52.862,4.834,57.22,75,90,13.0,NL,2021-10-17 01:24:14
504,Pedernales,18.0384,-71.744,81.84,78,100,1.57,DO,2021-10-17 01:24:15
505,Ulaangom,49.9811,92.0667,30.63,61,59,1.9,MN,2021-10-17 01:24:15
506,Nantucket,41.2835,-70.0995,71.02,83,90,14.97,US,2021-10-17 01:21:33
507,Kapit,2.0167,112.9333,78.57,93,100,1.5,MY,2021-10-17 01:24:16
508,Ilebo,-4.3167,20.5833,69.39,95,41,0.65,CD,2021-10-17 01:24:16
509,Bozhou,33.8772,115.7703,48.45,45,0,7.4,CN,2021-10-17 01:24:17
510,Banepa,27.6298,85.5214,64.72,94,75,3.44,NP,2021-10-17 01:24:17
511,Cerro Largo,-28.1486,-54.7381,60.35,88,100,5.88,BR,2021-10-17 01:24:18
512,Resistencia,-27.4606,-58.9839,66.18,73,0,3.44,AR,2021-10-17 01:24:18
513,Artyom,40.4723,50.333,59.14,90,0,8.19,AZ,2021-10-17 01:24:19
514,Agirish,61.9247,63.0231,38.14,84,100,8.32,RU,2021-10-17 01:24:19
515,Vanavara,60.34,102.2797,25.61,92,22,1.92,RU,2021-10-17 01:24:19
516,Souillac,-20.5167,57.5167,71.37,100,75,3.44,MU,2021-10-17 01:24:20
517,Orichi,58.4036,49.0572,42.13,77,100,12.37,RU,2021-10-17 01:24:20
518,Satrikh,26.8667,81.2,80.67,84,97,6.42,IN,2021-10-17 01:24:20
519,Geraldton,-28.7667,114.6,68.41,56,90,9.22,AU,2021-10-17 01:24:21
520,Halifax,44.6453,-63.5724,60.85,88,100,4.0,CA,2021-10-17 01:24:00
521,Juneau,58.3019,-134.4197,44.22,90,20,4.61,US,2021-10-17 01:20:16
522,Anadyr,64.75,177.4833,27.1,86,40,15.01,RU,2021-10-17 01:24:21
523,Swift Current,50.2834,-107.8014,52.61,43,1,9.22,CA,2021-10-17 01:24:22
524,Arlit,18.7369,7.3853,81.72,35,0,4.61,NE,2021-10-17 01:24:22
525,Impfondo,1.6381,18.0667,70.03,97,63,2.64,CG,2021-10-17 01:24:23
526,Bubaque,11.2833,-15.8333,82.33,74,6,7.85,GW,2021-10-17 01:24:23
527,Son La,21.3167,103.9,63.1,92,94,2.44,VN,2021-10-17 01:24:24
528,Port-Cartier,50.0334,-66.8654,48.42,97,100,19.75,CA,2021-10-17 01:21:34
529,Nyurba,63.2842,118.3319,19.0,78,28,4.38,RU,2021-10-17 01:24:24
530,San Quintin,30.4833,-115.95,71.78,39,0,5.68,MX,2021-10-17 01:24:24
531,Tucurui,-3.7661,-49.6725,76.55,87,81,4.18,BR,2021-10-17 01:24:25
532,Maun,-19.9833,23.4167,71.56,21,0,11.5,BW,2021-10-17 01:24:25
533,Ust-Tsilma,65.441,52.1498,40.48,97,100,8.68,RU,2021-10-17 01:24:26
534,Dunedin,-45.8742,170.5036,66.2,51,38,10.71,NZ,2021-10-17 01:24:18
535,Ambilobe,-13.2,49.05,69.44,69,14,6.35,MG,2021-10-17 01:24:26
536,Vitim,59.4511,112.5578,25.48,90,97,6.6,RU,2021-10-17 01:24:27
537,Poum,-20.2333,164.0167,75.79,82,12,7.34,NC,2021-10-17 01:24:27
538,Bejucal,22.9286,-82.3886,76.32,88,20,3.0,CU,2021-10-17 01:24:28
539,Salina Cruz,16.1667,-95.2,83.86,59,18,20.31,MX,2021-10-17 01:24:28
540,Sampit,-2.5333,112.95,83.98,79,94,1.97,ID,2021-10-17 01:24:28
541,Zaysan,47.4667,84.8667,42.82,38,29,4.05,KZ,2021-10-17 01:24:29
542,Rio Grande,-32.035,-52.0986,50.95,63,10,6.55,BR,2021-10-17 01:24:29
543,Fairbanks,64.8378,-147.7164,30.6,83,90,0.0,US,2021-10-17 01:19:46
544,Quatre Cocos,-20.2078,57.7625,71.1,80,52,12.46,MU,2021-10-17 01:24:30
545,Eureka,40.8021,-124.1637,69.75,72,75,1.99,US,2021-10-17 01:19:55
546,Tortoli,39.9256,9.6572,57.02,77,40,11.5,IT,2021-10-17 01:24:30
547,Qaqortoq,60.7167,-46.0333,41.5,60,100,7.11,GL,2021-10-17 01:24:31
548,Srednekolymsk,67.45,153.6833,10.17,90,91,7.99,RU,2021-10-17 01:24:31
549,Red Bank,40.3471,-74.0643,65.23,88,90,1.01,US,2021-10-17 01:24:32
550,Davenda,53.5556,119.317,22.98,56,96,1.72,RU,2021-10-17 01:24:32
551,Podujevo,42.9106,21.1931,44.01,87,100,3.29,XK,2021-10-17 01:24:32
552,Kiunga,-6.1219,141.2906,85.01,69,100,2.17,PG,2021-10-17 01:24:33
553,Basco,20.4487,121.9702,81.91,74,8,22.39,PH,2021-10-17 01:24:33
554,Leirvik,59.7798,5.5005,46.51,63,95,9.6,NO,2021-10-17 01:24:33
555,Stuttgart,48.7823,9.177,46.89,95,26,1.14,DE,2021-10-17 01:24:34
556,Tsukumi,33.0706,131.8572,67.48,67,57,21.25,JP,2021-10-17 01:24:34
557,Zarinsk,53.7074,84.9493,34.09,80,87,2.37,RU,2021-10-17 01:24:35
558,Preobrazheniye,42.9019,133.9064,35.08,37,0,10.71,RU,2021-10-17 01:24:35
559,Misawa,40.6836,141.3597,48.6,71,75,17.27,JP,2021-10-17 01:24:35
560,Bambanglipuro,-7.95,110.2833,69.6,70,99,6.91,ID,2021-10-17 01:24:36
561,El Dorado,38.7666,-120.5177,70.88,28,0,1.99,US,2021-10-17 01:24:36
562,Sistranda,63.7256,8.834,42.91,57,26,29.59,NO,2021-10-17 01:24:37
563,Prainha,-1.8,-53.48,81.14,66,16,4.61,BR,2021-10-17 01:24:37
564,Zhoucun,36.8167,117.8167,50.9,44,0,2.95,CN,2021-10-17 01:24:38
565,Nioro,13.35,-15.75,75.74,83,36,5.93,GM,2021-10-17 01:24:38
566,Malanje,-9.5402,16.341,63.25,87,34,5.53,AO,2021-10-17 01:24:38
567,Serebryansk,49.6925,83.2892,27.95,54,1,2.73,KZ,2021-10-17 01:24:39
568,Pacific Grove,36.6177,-121.9166,79.99,45,1,3.0,US,2021-10-17 01:24:39
569,Luderitz,-26.6481,15.1594,54.0,65,12,23.0,NA,2021-10-17 01:24:40
570,Nampa,43.5407,-116.5635,67.39,29,1,10.36,US,2021-10-17 01:24:40
571,Baykalovo,57.3981,63.7684,37.98,83,19,7.47,RU,2021-10-17 01:24:41
572,Podporozhye,60.9112,34.1706,40.73,82,100,13.73,RU,2021-10-17 01:24:41
573,Fort-Shevchenko,44.5086,50.263,59.58,33,100,18.39,KZ,2021-10-17 01:24:42
574,Marsh Harbour,26.5412,-77.0636,80.51,68,9,9.82,BS,2021-10-17 01:24:42
575,Chunhuhub,19.55,-88.6833,74.35,94,79,2.19,MX,2021-10-17 01:21:21
576,Shimoda,34.6667,138.95,64.76,80,100,12.08,JP,2021-10-17 01:24:43
577,Thyboron,56.6985,8.2124,50.14,75,100,17.52,DK,2021-10-17 01:24:43
578,Ust-Nera,64.5667,143.2,5.5,87,49,4.94,RU,2021-10-17 01:24:44
